Sample Location,Ship Date,Sample,Project,Collection_Date,Sub-Location,Band,SPECIES,AGE,SEX,Mass(g),Wing,Culmen,Tarsus,BCI (1-5),Swab collected,IAV Matrix PCR,H5 2344 PCR,Isolation,Subtype,Single/Mix,LPAI/HPAI,CleavageSite,H5N1 Genotype,Blood Collected,NP_value_0.5threshold,NP_result,H5_SN,H5_result,Comments,MDZoonotics,SWABS,B,C,E,F,RBC,ENCOUNTER,"FULL/PARTIAL
SAMPLE","ENCOUNTERED
IN PREVIOUS
SEASON?",PrevBlood/EVial,PrevbELISA
"Sent to UMass, e vials to URI",1/14/26,25JH0001,Poplar Waterfowl,11/26/25,5AB,2227-24532,ABDX,AHY,M,1450,280,59.1,48.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,11/14/24,,
"Sent to UMass, e vials to URI",1/14/26,25JH0002,Poplar Waterfowl,11/26/25,7,2497-33290,MALL,AHY,M,1100,275,54,45,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0003,Poplar Waterfowl,11/26/25,7,2497-33289,MALL,HY,M,850,279,57.7,47,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0005,Poplar Waterfowl,11/26/25,7,2497-33291,MALL,HY,M,1280,274,58.2,47.6,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0006,Poplar Waterfowl,11/26/25,7,2497-33293,ABDU,AHY,F,880,254,47.6,41.5,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0007,Poplar Waterfowl,11/26/25,1B,2497-33294,MALL,AHY,F,1150,265,50.4,43.7,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0008,Poplar Waterfowl,11/26/25,1B,2497-30832,MALL,AHY,F,1040,281,52,47.2,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0009,Poplar Waterfowl,11/26/25,1B,2497-33296,MALL,AHY,M,1300,290,50.8,40.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0011,Poplar Waterfowl,11/26/25,1B,2497-33297,MALL,AHY,M,1350,289,50.6,43,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0012,Poplar Waterfowl,11/26/25,1B,2497-33298,MALL,AHY,M,1190,286,52.2,41,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0013,Poplar Waterfowl,11/26/25,1B,2497-33299,MALL,AHY,M,1100,262,51,45.3,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0014,Poplar Waterfowl,11/26/25,1B,2497-33300,MALL,AHY,M,1250,294,54.3,44.7,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0015,Poplar Waterfowl,11/26/25,1B,2497-85301,MALL,AHY,F,1200,270,52,47.7,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0016,Poplar Waterfowl,11/26/25,1B,2497-85302,MALL,HY,F,900,247,53.7,43,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0017,Poplar Waterfowl,11/26/25,1B,2497-85303,MALL,AHY,M,1100,280,57.3,47.3,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0018,Poplar Waterfowl,11/26/25,1B,2497-85304,ABDU,AHY,M,1300,279,55.7,49.8,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0019,Poplar Waterfowl,12/3/25,7,2497-85305,MALL,AHY,F,1250,258,52.7,45.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,N,N,Y,N,N,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0020,Poplar Waterfowl,12/3/25,7,2497-85306,MALL,HY,F,1100,242,52.8,45.1,2,Y,,,,,,,,,Y,,,,,,Yes,Y,N,N,Y,N,N,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0021,Poplar Waterfowl,12/3/25,1B,2497-85307,MALL,AHY,M,1150,271,54,43.1,3,Y,,,,,,,,,Y,,,,,,Yes,N,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0022,Poplar Waterfowl,12/3/25,1B,2497-33224,ABDU,HY,M,,,,,,,,,,,,,,,Y,,,,,RECAP BLOOD ONLY,Yes,Y,Y,Y,Y,N,Y,2,PARTIAL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0023,Poplar Waterfowl,12/3/25,1B,2497-85308,MALL,AHY,M,1160,280,56,45.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0025,Poplar Waterfowl,12/3/25,1B,2497-85310,MALL,AHY,M,1250,295,53.8,47,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0026,Poplar Waterfowl,12/3/25,1B,2497-85311,MALL,AHY,F,1050,268,52.6,45.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0027,Poplar Waterfowl,12/3/25,1B,2497-85312,MALL,AHY,M,1140,285,55.3,46.3,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0028,Poplar Waterfowl,12/3/25,1B,2497-85313,MALL,AHY,F,1000,248,51,43.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0029,Poplar Waterfowl,12/3/25,1B,2497-85314,MALL,AHY,M,1240,276,52.8,48.7,3,Y,,,,,,,,,Y,,,,,,Yes,Y,N,N,Y,N,N,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0030,Poplar Waterfowl,12/3/25,1B,2497-85315,MALL,AHY,M,1050,265,58.2,45.1,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0032,Poplar Waterfowl,12/3/25,1B,2497-85317,ABDU,AHY,F,1000,264,53,45.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0036,Poplar Waterfowl,12/3/25,1B,2497-85319,MALL,AHY,F,1250,245,50,42.9,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0037,Poplar Waterfowl,12/3/25,5AB,2497-85320,MALL,AHY,M,1500,285,58.3,45.5,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0038,Poplar Waterfowl,12/3/25,5AB,2497-85321,MALL,AHY,M,1550,279,53.6,45.7,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0039,Poplar Waterfowl,12/3/25,5AB,2497-85322,MALL,AHY,M,1250,278,56.5,46.4,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0040,Poplar Waterfowl,12/3/25,5AB,2497-85323,MALL,AHY,M,1300,280,55.8,47.2,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0041,Poplar Waterfowl,12/3/25,5AB,2497-85324,MALL,AHY,M,1400,282,55.4,46.3,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0042,Poplar Waterfowl,12/3/25,5AB,2497-85325,MALL,AHY,M,1050,248,62.7,47,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0043,Poplar Waterfowl,12/3/25,5AB,2497-85326,MALL,AHY,M,1250,271,52.8,46.9,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0045,Poplar Waterfowl,12/3/25,5AB,2497-85328,MALL,AHY,F,1100,241,53,45,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0046,Poplar Waterfowl,12/4/25,1B,1336-32001,NOPI,AHY,M,1020,276,49,47,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0047,Poplar Waterfowl,12/4/25,1B,2497-85316,ABDU,HY,F,,,,,,N,,,,,,,,,Y,,,,,Only needed blood,Yes,,Y,Y,Y,Y,Y,2,PARTIAL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0048,Poplar Waterfowl,12/4/25,1B,2497-85329,MALL,HY,M,1020,258,54.3,47.9,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0049,Poplar Waterfowl,12/4/25,1B,2497-85330,MALL,AHY,M,1100,271,54.2,45.9,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0051,Poplar Waterfowl,12/4/25,1B,2497-85332,MALL,AHY,M,1340,284,58.7,47.4,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0053,Poplar Waterfowl,12/4/25,1B,2497-85334,MALL,AHY,M,1360,289,57.9,47.1,3,Y,,,,,,,,,Y,,,,,EVIAL ONLY,Yes,Y,N,N,Y,N,N,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0054,Poplar Waterfowl,12/4/25,1B,2497-85336,MALL,AHY,F,1000,257,52.4,43.5,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0055,Poplar Waterfowl,12/4/25,1B,2497-85335,ABDX,AHY,M,1480,290,56.1,47.8,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0056,Poplar Waterfowl,12/4/25,1B,2497-85337,MALL,HY,F,1100,255,52.8,42.4,3.5,Y,,,,,,,,,Y,,,,,WET (HEAVY),Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0058,Poplar Waterfowl,12/9/25,5AB,2497-30887,MALL,AHY,M,1450,,,,3,Y,,,,,,,,,Y,,,,,WET (HEAVY),Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0060,Poplar Waterfowl,12/9/25,5AB,2497-85320,MALL,AHY,M,1420,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,2,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0061,Poplar Waterfowl,12/9/25,5AB,2497-30888,MALL,AHY,F,1200,,,,2,Y,,,,,,,,,Y,,,,,LUMP IN THROAT,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0062,Poplar Waterfowl,12/9/25,5AB,2257-01156,ABDU,AHY,F,1320,,,,3,Y,,,,,,,,,Y,,,,,WET (HEAVY),Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0063,Poplar Waterfowl,12/9/25,5AB,2497-85339,ABDU,AHY,M,1350,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0064,Poplar Waterfowl,12/9/25,5AB,2497-85340,ABDX,AHY,M,1680,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0065,Poplar Waterfowl,12/9/25,5AB,2497-85341,ABDU,AHY,M,1500,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0066,Poplar Waterfowl,12/9/25,5AB,2497-85342,ABDU,HY,M,1220,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0067,Poplar Waterfowl,12/9/25,5AB,2497-85343,ABDU,AHY,F,1260,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0068,Poplar Waterfowl,12/9/25,5AB,2497-85344,ABDU,AHY,M,1280,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0069,Poplar Waterfowl,12/9/25,5AB,2497-85345,ABDX,AHY,M,1680,,,,4,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0071,Poplar Waterfowl,12/9/25,5AB,2497-85347,ABDU,HY,M,1260,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0074,Poplar Waterfowl,12/9/25,5AB,2497-85350,MALL,AHY,M,1340,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0075,Poplar Waterfowl,12/9/25,5AB,2497-85352,MALL,HY,M,1060,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0077,Poplar Waterfowl,12/9/25,5AB,2497-85354,MALL,AHY,M,1180,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0078,Poplar Waterfowl,12/9/25,5AB,2497-85353,MALL,AHY,F,1180,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0080,Poplar Waterfowl,12/9/25,5AB,2497-85356,MALL,HY,F,880,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0081,Poplar Waterfowl,12/9/25,5AB,2497-85357,MALL,HY,F,1220,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0082,Poplar Waterfowl,12/9/25,5AB,2497-30878,MALL,AHY,F,1260,,,,3,Y,,,,,,,,,Y,,,,,WET (HEAVY),Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0083,Poplar Waterfowl,12/9/25,5AB,2497-85358,MALL,AHY,F,1350,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0084,Poplar Waterfowl,12/9/25,5AB,2497-85359,MALL,AHY,M,1280,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0085,Poplar Waterfowl,12/9/25,5AB,2497-85360,MALL,AHY,M,1200,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0086,Poplar Waterfowl,12/9/25,3D,2497-31478,ABDU,AHY,M,1320,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0087,Poplar Waterfowl,12/9/25,3D,2497-31457,ABDU,AHY,F,1150,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0088,Poplar Waterfowl,12/9/25,3D,2497-85361,MALL,AHY,F,1060,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0089,Poplar Waterfowl,12/9/25,3D,2497-85362,MALL,AHY,M,1460,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0090,Poplar Waterfowl,12/9/25,3D,2497-85363,MALL,AHY,M,1340,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0091,Poplar Waterfowl,12/9/25,3D,2497-85364,MALL,AHY,M,1180,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0092,Poplar Waterfowl,12/9/25,3D,2497-85365,MALL,AHY,M,1350,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0093,Poplar Waterfowl,12/9/25,3D,2497-85366,MALL,AHY,M,1240,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0094,Poplar Waterfowl,12/9/25,3D,2497-85367,MALL,AHY,M,1450,,,,2,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0095,Poplar Waterfowl,12/9/25,3D,2497-85368,MALL,AHY,M,1440,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,N,Y,N,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0096,Poplar Waterfowl,12/9/25,3D,2497-85369,ABDU,AHY,M,1340,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0097,Poplar Waterfowl,12/9/25,3D,2497-85370,ABDU,HY,M,1350,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0098,Poplar Waterfowl,12/9/25,7,1165-75763,NSHO,AHY,M,650,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0099,Poplar Waterfowl,12/9/25,7,2497-85371,MALL,AHY,M,1360,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,N,N,Y,,N,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0100,Poplar Waterfowl,12/9/25,7,2497-85372,MALL,AHY,M,1360,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0101,Poplar Waterfowl,12/9/25,7,2497-85373,MALL,AHY,M,1420,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0102,Poplar Waterfowl,12/9/25,7,2497-85374,MALL,AHY,F,1150,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0103,Poplar Waterfowl,12/9/25,7,2497-85375,MALL,AHY,M,1420,,,,3.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0104,Poplar Waterfowl,12/9/25,7,2497-85376,MALL,HY,F,950,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0105,Poplar Waterfowl,12/9/25,7,2497-85377,MALL,AHY,M,1250,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0106,Poplar Waterfowl,12/9/25,7,2497-85378,MALL,HY,M,1350,,,,2.5,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0107,Poplar Waterfowl,12/9/25,7,2497-85379,MALL,HY,M,1340,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0108,Poplar Waterfowl,12/9/25,7,2497-85380,MALL,HY,M,1220,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
"Sent to UMass, e vials to URI",1/14/26,25JH0109,Poplar Waterfowl,12/9/25,7,2497-85381,MALL,AHY,F,1200,,,,3,Y,,,,,,,,,Y,,,,,,Yes,Y,Y,Y,Y,Y,Y,1,FULL,,,
